_time,container_name,namespace,node_name,pod_name,cpu_usage_core_nanoseconds,cpu_usage_nanocores,logsfs_available_bytes,logsfs_capacity_bytes,logsfs_used_bytes,memory_major_page_faults,memory_page_faults,memory_rss_bytes,memory_usage_bytes,memory_working_set_bytes,rootfs_available_bytes,rootfs_capacity_bytes,rootfs_used_bytes
2025-08-04 06:00:18+00:00,node-exporter,optimiter,neuronet-w1,prometheus-prometheus-node-exporter-9jgm5,8986765432000.0,166780.0,20176318464.0,62241562624.0,8192.0,0.0,6380460.0,10760192.0,13352960.0,13352960.0,20176318464.0,62241562624.0,32768.0
2025-08-04 06:00:18+00:00,node-exporter,optimiter,neuronet-w2,prometheus-prometheus-node-exporter-njp4g,14364029739000.0,136102.0,23309656064.0,62241562624.0,102400.0,0.0,8823502.0,10604544.0,11583488.0,11583488.0,23309656064.0,62241562624.0,32768.0
2025-08-04 06:00:18+00:00,node-exporter,optimiter,neuronet-w3,prometheus-prometheus-node-exporter-sb9p8,11650546910000.0,137805.0,29420187648.0,62241562624.0,8192.0,0.0,6219367.0,9871360.0,11444224.0,11444224.0,29420187648.0,62241562624.0,32768.0
2025-08-04 06:00:18+00:00,notebook-scipy,kubeflow-user-example-com,neuronet-w1,notebook-scipy-0,4665996409000.0,891477.0,20176318464.0,62241562624.0,28672.0,0.0,3784820.0,410968064.0,712777728.0,712777728.0,20176318464.0,62241562624.0,1007616.0
2025-08-04 06:00:18+00:00,notebook-tensorflow,kubeflow-user-example-com,neuronet-w1,notebook-tensorflow-0,3211697255000.0,838275.0,20176318464.0,62241562624.0,40960.0,0.0,512870.0,249389056.0,326062080.0,272719872.0,20176318464.0,62241562624.0,892928.0
2025-08-04 06:00:18+00:00,notebook-torch,kubeflow-user-example-com,neuronet-w2,notebook-torch-0,2691394470000.0,0.0,23309656064.0,62241562624.0,147456.0,0.0,5556915.0,130277376.0,258564096.0,154976256.0,23309656064.0,62241562624.0,880640.0
2025-08-04 06:00:18+00:00,openebs-localpv-provisioner,openebs,neuronet-w1,openebs-localpv-provisioner-56d6489bbc-ssq97,982452000.0,7727354.0,20176318464.0,62241562624.0,65536.0,0.0,4742.0,9756672.0,10371072.0,10354688.0,20176318464.0,62241562624.0,57344.0
2025-08-04 06:00:18+00:00,node-exporter,optimiter,neuronet-m2,prometheus-prometheus-node-exporter-ln49w,8365493824000.0,164359.0,52589903872.0,62241562624.0,8192.0,0.0,4126512.0,9879552.0,10805248.0,10805248.0,52589903872.0,62241562624.0,32768.0
2025-08-04 06:00:18+00:00,kube-controller-manager,kube-system,neuronet-m2,kube-controller-manager-neuronet-m2,163747442000.0,13016959.0,52589903872.0,62241562624.0,196608.0,0.0,8986.0,19058688.0,19820544.0,19816448.0,52589903872.0,62241562624.0,69632.0
2025-08-04 06:00:18+00:00,kube-scheduler,kube-system,neuronet-m2,kube-scheduler-neuronet-m2,256752789000.0,17364590.0,52589903872.0,62241562624.0,131072.0,0.0,9192.0,20619264.0,21303296.0,21303296.0,52589903872.0,62241562624.0,12288.0
2025-08-04 06:00:18+00:00,kube-apiserver,kube-system,neuronet-m3,kube-apiserver-neuronet-m3,29923403575000.0,370325577.0,47973613568.0,62241562624.0,13852672.0,3.0,10730865.0,816455680.0,820535296.0,820535296.0,47973613568.0,62241562624.0,49152.0
2025-08-04 06:00:18+00:00,etcd,kube-system,neuronet-m2,etcd-neuronet-m2,209936427035000.0,347034321.0,52589903872.0,62241562624.0,23470080.0,27045.0,2300686.0,110727168.0,436944896.0,122126336.0,52589903872.0,62241562624.0,36864.0
2025-08-04 06:00:18+00:00,etcd,kube-system,neuronet-m3,etcd-neuronet-m3,1414488138499000.0,281707414.0,47973613568.0,62241562624.0,15118336.0,933188.0,19959882.0,120356864.0,477360128.0,137396224.0,47973613568.0,62241562624.0,36864.0
2025-08-04 06:00:18+00:00,eventing-controller,knative-eventing,neuronet-w3,eventing-controller-6f5479b4fc-s4csh,183119625224000.0,32006080.0,29420187648.0,62241562624.0,20045824.0,0.0,5957379.0,151670784.0,177500160.0,177500160.0,29420187648.0,62241562624.0,32768.0
2025-08-04 06:00:18+00:00,eventing-webhook,knative-eventing,neuronet-w2,eventing-webhook-5d8db7956c-sshph,3453760265000.0,38524897.0,23309656064.0,62241562624.0,15609856.0,0.0,34452.0,138612736.0,139993088.0,139993088.0,23309656064.0,62241562624.0,32768.0
2025-08-04 06:00:18+00:00,grafana,optimiter,neuronet-w2,prometheus-grafana-97d8b4454-gmtwb,7637834360000.0,11902111.0,23309656064.0,62241562624.0,110592.0,0.0,4782986.0,122200064.0,127049728.0,127041536.0,23309656064.0,62241562624.0,57344.0
2025-08-04 06:00:18+00:00,grafana-sc-dashboard,optimiter,neuronet-w2,prometheus-grafana-97d8b4454-gmtwb,6296579664000.0,4215823.0,23309656064.0,62241562624.0,1974272.0,0.0,10358718.0,109686784.0,114667520.0,114225152.0,23309656064.0,62241562624.0,32768.0
2025-08-04 06:00:18+00:00,grafana-sc-datasources,optimiter,neuronet-w2,prometheus-grafana-97d8b4454-gmtwb,1475157393000.0,1019322.0,23309656064.0,62241562624.0,2048000.0,0.0,918207.0,108146688.0,111890432.0,111886336.0,23309656064.0,62241562624.0,36864.0
2025-08-04 06:00:18+00:00,istio-proxy,istio-system,neuronet-w1,istio-ingressgateway-5b74455df4-plbxn,83617452740000.0,18404998.0,20176318464.0,62241562624.0,22335488.0,1.0,1007769.0,66789376.0,69132288.0,69021696.0,20176318464.0,62241562624.0,98304.0
2025-08-04 06:00:18+00:00,istio-proxy,istio-system,neuronet-w3,cluster-local-gateway-d44c6968c-mblf5,87593790745000.0,20559354.0,29420187648.0,62241562624.0,729088.0,0.0,919603.0,47427584.0,49557504.0,49532928.0,29420187648.0,62241562624.0,98304.0
2025-08-04 06:00:18+00:00,istio-proxy,knative-serving,neuronet-w1,controller-5447f77dc5-59nl6,77727494051000.0,13709163.0,20176318464.0,62241562624.0,12464128.0,0.0,3365136.0,58597376.0,60649472.0,60649472.0,20176318464.0,62241562624.0,86016.0
