,result,table,_start,_stop,_time,_value,_field,_measurement,container_id,container_name,inventory-cluster-id,inventory-rack-id,inventory-server-id,namespace,plugin,pod_name,url
,_result,6,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:01:00Z,20510.958,kepler_container_joules_total,energy_measurements,41fbe2d867af6efa98d8f9112ba95575315457fe7c5796bad38977534f761f27,kube-scheduler,flux,r4,Neuronet-Cluster,kube-system,kepler,kube-scheduler-neuronet-m1,http://10.255.40.9:30118/metrics
,_result,6,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:02:00Z,20572.179,kepler_container_joules_total,energy_measurements,41fbe2d867af6efa98d8f9112ba95575315457fe7c5796bad38977534f761f27,kube-scheduler,flux,r4,Neuronet-Cluster,kube-system,kepler,kube-scheduler-neuronet-m1,http://10.255.40.9:30118/metrics
,_result,6,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:03:00Z,20638.875,kepler_container_joules_total,energy_measurements,41fbe2d867af6efa98d8f9112ba95575315457fe7c5796bad38977534f761f27,kube-scheduler,flux,r4,Neuronet-Cluster,kube-system,kepler,kube-scheduler-neuronet-m1,http://10.255.40.9:30118/metrics
,_result,6,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:04:00Z,20700.174,kepler_container_joules_total,energy_measurements,41fbe2d867af6efa98d8f9112ba95575315457fe7c5796bad38977534f761f27,kube-scheduler,flux,r4,Neuronet-Cluster,kube-system,kepler,kube-scheduler-neuronet-m1,http://10.255.40.9:30118/metrics
,_result,6,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:05:00Z,20769.975,kepler_container_joules_total,energy_measurements,41fbe2d867af6efa98d8f9112ba95575315457fe7c5796bad38977534f761f27,kube-scheduler,flux,r4,Neuronet-Cluster,kube-system,kepler,kube-scheduler-neuronet-m1,http://10.255.40.9:30118/metrics
,_result,6,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:06:00Z,20830.695,kepler_container_joules_total,energy_measurements,41fbe2d867af6efa98d8f9112ba95575315457fe7c5796bad38977534f761f27,kube-scheduler,flux,r4,Neuronet-Cluster,kube-system,kepler,kube-scheduler-neuronet-m1,http://10.255.40.9:30118/metrics
,_result,6,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:07:00Z,20895.957,kepler_container_joules_total,energy_measurements,41fbe2d867af6efa98d8f9112ba95575315457fe7c5796bad38977534f761f27,kube-scheduler,flux,r4,Neuronet-Cluster,kube-system,kepler,kube-scheduler-neuronet-m1,http://10.255.40.9:30118/metrics
,_result,6,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:08:00Z,20959.05,kepler_container_joules_total,energy_measurements,41fbe2d867af6efa98d8f9112ba95575315457fe7c5796bad38977534f761f27,kube-scheduler,flux,r4,Neuronet-Cluster,kube-system,kepler,kube-scheduler-neuronet-m1,http://10.255.40.9:30118/metrics
,_result,6,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:09:00Z,21028.899,kepler_container_joules_total,energy_measurements,41fbe2d867af6efa98d8f9112ba95575315457fe7c5796bad38977534f761f27,kube-scheduler,flux,r4,Neuronet-Cluster,kube-system,kepler,kube-scheduler-neuronet-m1,http://10.255.40.9:30118/metrics
,_result,7,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:01:00Z,1069199.9999999704,kepler_container_microwatts_consumption_total,energy_measurements,41fbe2d867af6efa98d8f9112ba95575315457fe7c5796bad38977534f761f27,kube-scheduler,flux,r4,Neuronet-Cluster,kube-system,kepler,kube-scheduler-neuronet-m1,http://10.255.40.9:30118/metrics
,_result,7,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:02:00Z,1020350.0000000227,kepler_container_microwatts_consumption_total,energy_measurements,41fbe2d867af6efa98d8f9112ba95575315457fe7c5796bad38977534f761f27,kube-scheduler,flux,r4,Neuronet-Cluster,kube-system,kepler,kube-scheduler-neuronet-m1,http://10.255.40.9:30118/metrics
,_result,7,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:03:00Z,1111599.9999999986,kepler_container_microwatts_consumption_total,energy_measurements,41fbe2d867af6efa98d8f9112ba95575315457fe7c5796bad38977534f761f27,kube-scheduler,flux,r4,Neuronet-Cluster,kube-system,kepler,kube-scheduler-neuronet-m1,http://10.255.40.9:30118/metrics
,_result,7,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:04:00Z,1021649.9999999844,kepler_container_microwatts_consumption_total,energy_measurements,41fbe2d867af6efa98d8f9112ba95575315457fe7c5796bad38977534f761f27,kube-scheduler,flux,r4,Neuronet-Cluster,kube-system,kepler,kube-scheduler-neuronet-m1,http://10.255.40.9:30118/metrics
,_result,7,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:05:00Z,1163349.9999999912,kepler_container_microwatts_consumption_total,energy_measurements,41fbe2d867af6efa98d8f9112ba95575315457fe7c5796bad38977534f761f27,kube-scheduler,flux,r4,Neuronet-Cluster,kube-system,kepler,kube-scheduler-neuronet-m1,http://10.255.40.9:30118/metrics
